Reaction ID	Reaction	Reaction Name	Reaction Count	Core/Accessory	Subsystem	AA7741AA	AA7751AA	AA7753AA	AA7755AA	AA7793AA	AA7860AA	AA7944AA	AA8014AA	AA8024AA	AA8038AA	AA8054AA	AA8106AA	AA8195AA	AA8229AA	AA8295AA	AA8416AA	AA8427AA	AA8449AA	AA8457AA	AA8459AA	AA8539AA	AA8609AA	AA8611AA	AA9022AA	AA9332AA	AA9918AA	AA9949AA	BA0169AA	BA0332AA	BA0348AA	BA0413AA	BA0427AA	BA0437AA	BA0451AA	BA0550AA	BA0570AA	BA0578AA	BA0596AA	BA0600AA	BA0602AA	BA0626AA	BA0653AA	BA0694AA	BA0733AA	BA0758AA	BA0760AA	BA0985AA	BA1064AA	BA1144AA	BA1635AA	BA1851AA	BA1853AA	BA1871AA	BA2125AA	BA2131AA	BA2167AA	BA2198AA	BA2248AA	BA2272AA	BA2276AA	BA2349AA	BA2353AA	BA2378AA	BA2667AA	BA3422AA	BA3781AA	BA3790AA	BA4061AA	BA4277AA	BA4779AA	BA4922AA	BA5240AA	BA5413AA	BA5516AA	BA5590AA	BA5843AA	BA5926AA	BA5961AA	BA6778AA	BA6788AA	BA6857AA	BA6868AA	BA6960AA	BA7167AA	BA7196AA	BA7425AA	BA7456AA	BA7679AA	BA7692AA	BA8022AA	BA8036AA	BA8462AA	BA8528AA	BA8577AA	BA8657AA	BA8743AA	BA8763AA	BA8818AA	BA8872AA	BA9470AA	BA9473AA	BA9474AA	BA9475AA	BA9476AA	BA9477AA	BA9480AA	BA9481AA	BA9484AA	BA9486AA	BA9488AA	BA9524AA	BA9527AA	BA9532AA	BA9537AA	BA9791AA	BA9850AA	BA9852AA	CA0198AA	CA0238AA	CA0313AA	CA0451AA	CA0506AA	CA0745AA	CA0808AA	CA1105AA	CA1120AA	CA1121AA	CA1139AA	CA1406AA	CA1454AA	CA2097AA	CA2897AA	CA3820AA	CA4623AA	CA4910AA	CA4933AA	CA5757AA	CA6012AA	CA6664AA	CA6771AA	CA6921AA	CA6928AA	CA7713AA	CA7717AA	CA7719AA	CA7723AA	CA7726AA	CA7727AA	CA7731AA	CA7751AA	CA7756AA	CA7760AA	CA9080AA	CA9116AA	DA2112AA	DA7109AA	DA8907AA	EA0159AA	EA1562AA	EA2201AA	EA2216AA	EA2217AA	EA2559AA	EA2562AA	EA2718AA	EA2897AA	EA3365AA	EA6501AA	EA7657AA	EA7668AA	FA3659AA	FA3886AA	FA4067AA	FA5518AA	FA7484AA	FA9168AA	GA3515AA	GA3517AA	GA3518AA	GA3519AA	GA5768AA	GA5776AA	GA5780AA	GA5782AA	GA6008AA	GA7178AA	GA8008AA	GA8009AA	GA8016AA	GA8043AA	GA8055AA	GA8062AA	GA8363AA	GA8366AA	GA8370AA	GA8371AA	HA0272AA	HA0517AA	HA0675AA	HA3034AA	HA3070AA	HA7868AA	HA7882AA	HA7883AA	HA7886AA	HA7888AA	HA8267AA	HA8268AA	IA0046AA	IA1032AA	IA1036AA	IA1037AA	IA1038AA	IA1043AA	IA1467AA	IA1653AA	IA3483AA	IA3485AA	IA7621AA	JA3109AA	KA7216AA	KA7291AA
GBBTNabc	gbbtn_e + atp_c + h2o_c --> gbbtn_c + h_c + pi_c + adp_c	Gamma butyrobetaine transport in via ABC system	222	Core	Purine and Pyrimidine Biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GBBTNtex	gbbtn_e <=> gbbtn_p	Gamma-butyrobetaine transport via diffusion (extracellular to periplasm)	222	Core	Transport, Outer Membrane Porin	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GBDM	o2_c + glyb_c + h2o_c --> fald_c + dmgly_c + h2o2_c	Glycine betaine demethylase	218	Accessory	Alternate Carbon Metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GCALDD	gcald_c + nad_c + h2o_c --> glyclt_c + 2.0 h_c + nadh_c	Glycolaldehyde dehydrogenase	142	Accessory	Folate Metabolism	1	1	1	1	1	1	1	1	1		1		1	1	1	1	1			1	1	1	1	1	1	1	1	1		1	1	1	1	1		1	1		1	1	1	1	1				1	1	1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1			1	1	1	1	1	1		1	1		1				1					1	1	1	1	1	1		1			1		1	1	1	1	1	1			1														1			1	1		1				1		1	1				1	1	1	1			1	1	1	1	1	1					1	1	1	1		1	1						1	1	1	1			1		1								1	1		1	1	1			
GCALDt	gcald_e <=> gcald_c	Glycoaldehydye reversible transport	15	Accessory	Transport, Outer Membrane Porin																																														1																																																				1	1							1			1		1	1	1																									1				1																			1						1																							1																		1	1													
GCDH	glutcoa_c <=> co2_c + b2coa_c + h_c		150	Accessory	Alternate Carbon Metabolism	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1		1	1	1		1	1	1		1	1		1		1	1	1	1	1	1	1	1					1	1	1	1		1		1		1		1			1		1	1		1	1	1	1	1			1			1	1	1	1	1	1		1	1			1	1		1			1	1			1	1		1	1	1	1	1		1	1		1	1	1	1	1	1	1		1	1	1	1	1	1	1		1	1		1	1			1				1	1	1		1		1			1	1	1	1			1		1		1	1	1		1	1	1	1	1		1		1	1		1	1		1		1	1	1	1		1	1				1	1	1	1				1		1	1	1	1	1	1		1	1	1	1		1		1				1	1		1	1		1	1		1	1
GCVHADPr	gcvHL_nhLA_c + nad_c --> gcvHL_ADPr_c + ncam_c	GcvH-L complex ADP ribosylation	219	Accessory	Alternate Carbon Metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GCVHRADPr	gcvHL_ADPr_c + h2o_c --> h_c + gcvHL_nhLA_c + adprib_c	GcvH-L complex reverse ADP ribosylation	219	Accessory	Alternate Carbon Metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GDOCBIK	gtp_c + adocbi_c <=> adocbip_c + gdp_c + h_c		160	Accessory	Cofactor and Prosthetic Group Biosynthesis	1	1	1		1	1	1	1	1				1	1	1	1	1	1	1	1		1	1	1		1	1	1	1	1	1		1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1			1			1			1	1			1	1	1	1		1	1	1	1	1	1	1	1	1	1		1	1	1		1			1	1		1				1	1	1	1	1	1	1	1		1	1		1		1	1	1				1	1	1	1	1		1		1	1		1	1			1		1	1	1	1	1	1	1	1	1		1		1	1	1			1	1	1			1	1	1	1	1	1	1	1	1	1	1	1	1							1	1	1	1		1			1		1	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1		1		1	1			1	1	1	1	1	1	1	1			1
GDPDPK	atp_c + gdp_c --> amp_c + ppgpp_c + h_c	GDP diphosphokinase	222	Core	Cofactor and Prosthetic Group Biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GDPDPKE	6.0 h_c + gtp_c + atp_c --> amp_c + pppgpp_c		11	Accessory	Cell Envelope Biosynthesis	1														1																																		1		1																																															1																																		1	1																																								1																					1															1				1									
GDPMNH	gdpmann_c + h2o_c --> h_c + man_c + gdp_c	GDP-mannose mannosyl hydrolase	174	Accessory	Cell Envelope Biosynthesis	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1		1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1					1	1	1	1	1	1				1	1	1	1	1	1	1	1	1			1												1	1	1	1		1	1	1	1	1	1		1		1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1					1	1	1	1	1	1	1			1	1	1	1	1	1	1	1					1	1	1	1				1	1	1	1	1	1	1		
GDPMNP	h2o_c + gdpmann_c --> gmp_c + man1p_c + 2.0 h_c	GDP-mannose phyrophosphatase	221	Accessory	Cell Envelope Biosynthesis	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GDPTPDP	gdptp_c + h2o_c --> ppi_c + gtp_c	Guanosine 3'-diphosphate 5'-triphosphate 3'-diphosphatase	222	Core	Cofactor and Prosthetic Group Biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GDPtex	gdp_e <=> gdp_p	GDP transport via diffusion (extracellular to periplasm)	222	Core	Transport, Outer Membrane Porin	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GDTPR	pppgpp_c + h2o_c --> pi_c + 8.0 h_c + ppgpp_c		5	Accessory	Cofactor and Prosthetic Group Biosynthesis	1																																																																																																	1																																		1	1																																																													1																												
GF6PTA	f6p_c + gln__L_c --> glu__L_c + gam6p_c	Glutamine-fructose-6-phosphate transaminase	222	Core	Cell Envelope Biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GGGABADr	nadp_c + ggbutal_c + h2o_c <=> gg4abut_c + nadph_c + 2.0 h_c	Gamma-glutamyl-gamma aminobutyric acid dehydrogenase	154	Accessory	Alternate Carbon Metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1			1			1	1	1	1	1	1	1	1			1	1		1		1	1	1		1		1	1		1	1	1			1			1		1			1	1	1	1	1	1	1		1	1	1	1	1			1	1		1	1						1	1	1	1		1	1	1	1		1	1	1	1	1	1	1	1	1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1		1	1		1	1			1			1	1			1				1					1		1	1	1	1	1				1	1		1	1	1	1						1	1	1	1	1				1	1	1	1	1				1	1		1	1
GGGABADxr	nad_c + h2o_c + ggbutal_c <=> 2.0 h_c + nadh_c + gg4abut_c	Gamma glutamyl gamma aminobutyric acid dehydrogenase	3	Accessory	Alternate Carbon Metabolism																					1																																																																							1																																			1																																																																																															
GGGABAH	gg4abut_c + h2o_c --> glu__L_c + 4abut_c	Gamma-glutamyl-gamma-aminobutyric acid hydrolase	154	Accessory	Alternate Carbon Metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1			1			1	1	1	1	1	1	1	1			1	1		1		1	1	1		1		1	1		1	1	1			1			1		1			1	1	1	1	1	1	1		1	1	1	1	1			1	1		1	1						1	1	1	1		1	1	1	1		1	1	1	1	1	1	1	1	1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1		1	1		1	1			1			1	1			1				1					1		1	1	1	1	1				1	1		1	1	1	1						1	1	1	1	1				1	1	1	1	1				1	1		1	1
GGPTRCO	ggptrc_c + o2_c + h2o_c --> h2o2_c + ggbutal_c + nh4_c	Gamma glutamyl putrescine oxidase	154	Accessory	Alternate Carbon Metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1			1			1	1	1	1	1	1	1	1			1	1		1		1	1	1		1		1	1		1	1	1			1			1		1			1	1	1	1	1	1	1		1	1	1	1	1			1	1		1	1						1	1	1	1		1	1	1	1		1	1	1	1	1	1	1	1	1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1		1	1		1	1			1			1	1			1				1					1		1	1	1	1	1				1	1		1	1	1	1						1	1	1	1	1				1	1	1	1	1				1	1		1	1
GGPTRCS	ptrc_c + glu__L_c + atp_c --> h_c + pi_c + ggptrc_c + adp_c	Gamma glutamyl putrescine synthase	154	Accessory	Alternate Carbon Metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1			1			1	1	1	1	1	1	1	1			1	1		1		1	1	1		1		1	1		1	1	1			1			1		1			1	1	1	1	1	1	1		1	1	1	1	1			1	1		1	1						1	1	1	1		1	1	1	1		1	1	1	1	1	1	1	1	1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1		1	1		1	1			1			1	1			1				1					1		1	1	1	1	1				1	1		1	1	1	1						1	1	1	1	1				1	1	1	1	1				1	1		1	1
GHMT2r	ser__L_c + thf_c <=> mlthf_c + h2o_c + gly_c	Glycine hydroxymethyltransferase, reversible	222	Core	Glycine and Serine Metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GK1	atp_c + gmp_c <=> adp_c + gdp_c	Guanylate kinase (GMP:ATP)	222	Core	Nucleotide Salvage Pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GK2	datp_c + gmp_c <=> gdp_c + dadp_c	Guanylate kinase  GMPdATP 	14	Accessory	Nucleotide Salvage Pathway		1													1					1			1			1																							1														1																																														1																				1									1																			1					1																							1					1																																
GLBRAN2	glycogen_c --> bglycogen_c	1,4-alpha-glucan branching enzyme (glycogen -> bglycogen)	222	Core	Glycolysis/Gluconeogenesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GLCADpts	pep_c + glc__aD_e --> pyr_c + g6p_A_c		46	Accessory	Transport, Inner Membrane	1																							1	1											1						1					1		1						1			1		1	1	1	1		1		1	1			1		1	1		1				1	1		1			1									1					1	1	1			1	1		1									1							1						1																												1		1		1		1																1				1		1				1	1			1																								1	1			
GLCBPP	glc_D_B_c + atp_c --> g6p_B_c + h_c + adp_c	ATP D-glucose 6-phosphotransferase 	2	Accessory	Transport, Inner Membrane																																																																																																																1																																																																																															1															
GLCDpp	h2o_p + q8_c + glc__D_p --> q8h2_c + glcn_p + h_p	Glucose dehydrogenase (ubiquinone-8 as acceptor) (periplasm)	221	Accessory	Oxidative Phosphorylation	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GLCE	glc__D_c <=> glc_D_B_c	Alpha-D-Glucose 1-epimerase 	1	Accessory	Alternate Carbon Metabolism																																																																																																																1																																																																																																														
GLCNt2r	h_e + glcn_e --> h_c + glcn_c	D-gluconate transport via proton symport, reversible	165	Accessory	Transport, Inner Membrane	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1	1	1		1	1	1	1	1	1	1	1	1	1		1	1			1	1	1	1	1	1	1	1	1	1											1	1	1				1	1	1		1	1	1	1	1	1	1	1	1	1		1	1	1	1			1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		1							1	1		1		1		1			1			1	1		1		1	1	1	1		1				1		1	1						1	1	1	1	1		1		1		1	1	1	1	1	1	1				1	1	1
GLCNt2rpp	h_p + glcn_p --> h_c + glcn_c	D-gluconate transport via proton symport, reversible (periplasm)	222	Core	Transport, Inner Membrane	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
